Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,WS,AllStar,AllNBA
398,Elfrid Payton\paytoel01,PG,26,NYK,63,63,1484,6.5,15.1,0.432,0.7,2.4,0.286,5.8,12.7,0.46,1.8,2.6,0.682,1.6,3.7,5.2,4.9,1.1,0.2,2.5,2.8,15.5,1,0,0
399,Gary Payton II\paytoga02,PG,28,GSW,10,0,40,9,11.7,0.769,1.8,3.6,0.5,7.2,8.1,0.889,2.7,3.6,0.75,1.8,8.1,9.9,0.9,5.4,0.9,0.9,7.2,22.5,0.3,0,0
400,Norvel Pelle\pelleno01,C,27,TOT,13,0,84,3.4,6.4,0.533,0,0,,3.4,6.4,0.533,1.7,2.6,0.667,2.6,5.6,8.1,0.9,0.4,3.9,1.3,6,8.6,0.2,0,0
400,Norvel Pelle\pelleno01,C,27,BRK,3,0,28,3.9,9,0.429,0,0,,3.9,9,0.429,0,0,,3.9,5.1,9,0,0,3.9,3.9,11.6,7.7,0,0,0
400,Norvel Pelle\pelleno01,C,27,SAC,1,0,4,0,9,0,0,0,,0,9,0,27,36,0.75,9,0,9,9,0,0,0,9,27,0,0,0
400,Norvel Pelle\pelleno01,C,27,NYK,9,0,52,3.5,4.8,0.714,0,0,,3.5,4.8,0.714,0.7,1.4,0.5,1.4,6.2,7.6,0.7,0.7,4.2,0,2.8,7.6,0.2,0,0
401,Reggie Perry\perryre01,PF,20,BRK,26,0,211,5.5,13.3,0.41,0.7,3.6,0.19,4.8,9.7,0.491,1.7,2.2,0.769,4.6,7.8,12.5,2.4,1,1,2.6,6.8,13.3,0.2,0,0
402,Theo Pinson\pinsoth01,SG,25,NYK,17,0,34,1.1,9.5,0.111,0,8.5,0,1.1,1.1,1,0,0,,0,5.3,5.3,1.1,0,0,1.1,4.2,2.1,-0.1,0,0
403,Mason Plumlee\plumlma01,C,30,DET,56,56,1499,5.6,9.2,0.614,0,0.2,0,5.6,9,0.626,2.7,4.1,0.669,3.5,9,12.5,4.9,1,1.2,2.5,4.5,14,5.1,0,0
404,Jakob Poeltl\poeltja01,C,25,SAS,69,51,1845,5.2,8.4,0.616,0,0,,5.2,8.4,0.616,1.2,2.4,0.508,4.3,6.4,10.7,2.6,0.9,2.4,1.6,3.4,11.6,5.7,0,0
405,Vincent Poirier\poirivi01,C,27,PHI,10,0,39,2.8,11.1,0.25,0,0.9,0,2.8,10.2,0.273,1.8,5.5,0.333,5.5,7.4,12.9,1.8,0,2.8,3.7,7.4,7.4,-0.1,0,0
406,Aleksej Pokusevski\pokusal01,PF,19,OKC,45,28,1090,4.6,13.5,0.341,1.9,6.8,0.28,2.7,6.6,0.403,1,1.4,0.738,1,6,7,3.2,0.7,1.4,3.3,1.9,12.1,-1.9,0,0
407,Jordan Poole\poolejo01,SG,21,GSW,51,7,988,7.5,17.3,0.432,3.5,10.1,0.351,3.9,7.2,0.545,3.8,4.3,0.882,0.5,2.8,3.4,3.6,0.9,0.3,1.9,3.1,22.3,1.9,0,0
408,Jontay Porter\portejo01,PF,21,MEM,11,0,54,5.3,10,0.533,2,5.3,0.375,3.3,4.7,0.714,2,3.3,0.6,2.7,6.7,9.3,0.7,2,0.7,4.7,8,14.7,0,0,0
409,Kevin Porter Jr.\porteke02,SG,20,HOU,26,23,835,6.7,15.8,0.425,2.2,6.9,0.311,4.6,8.9,0.515,3,4.1,0.734,0.9,3.4,4.3,7.1,0.8,0.3,3.9,2.6,18.6,0,0,0
410,Michael Porter Jr.\portemi01,SF,22,DEN,61,54,1912,8.3,15.4,0.542,3.2,7.2,0.445,5.1,8.2,0.628,2,2.5,0.791,1.7,6.7,8.4,1.3,0.8,1,1.4,2.4,21.9,6.9,0,0
411,Otto Porter\porteot01,SF-PF,27,TOT,28,6,606,5.8,13.5,0.432,2.3,6.2,0.375,3.5,7.3,0.48,2.1,2.5,0.857,1.7,7.4,9,3.3,1,0.2,1.5,2.4,16.1,1.3,0,0
411,Otto Porter\porteot01,SF,27,CHI,25,6,540,5.9,13.5,0.441,2.5,6.3,0.4,3.4,7.1,0.477,2.1,2.5,0.838,1.9,7.3,9.2,3.3,0.8,0.3,1.7,2.5,16.5,1.2,0,0
411,Otto Porter\porteot01,PF,27,ORL,3,0,66,4.9,13.6,0.36,0.5,4.9,0.111,4.4,8.7,0.5,2.7,2.7,1,0,7.6,7.6,2.7,2.2,0,0,2.2,13.1,0.1,0,0
412,Bobby Portis\portibo01,C,25,MIL,66,7,1372,8.2,15.7,0.523,1.9,4.1,0.471,6.3,11.6,0.542,1.4,1.9,0.74,3.3,9,12.2,1.9,1.4,0.7,1.5,3,19.8,4.8,0,0
413,Kristaps Porziņģis\porzikr01,C,25,DAL,43,43,1327,8.8,18.5,0.476,2.6,7,0.376,6.2,11.5,0.536,3.2,3.7,0.855,2.2,8.1,10.3,1.8,0.5,1.6,1.4,3.1,23.5,4.3,0,0
414,Dwight Powell\poweldw01,C,29,DAL,58,19,966,4.5,7.2,0.619,0.2,0.8,0.238,4.3,6.4,0.665,3.6,4.6,0.782,3,5.7,8.7,2.3,1.3,1.1,1.5,5,12.7,3.8,0,0
415,Norman Powell\powelno01,SG-SF,27,TOT,69,58,2205,7.2,15,0.477,2.8,6.8,0.411,4.4,8.2,0.532,3.9,4.4,0.871,0.7,2.8,3.5,2.1,1.3,0.3,1.9,2.6,20.9,4.7,0,0
415,Norman Powell\powelno01,SG,27,TOR,42,31,1277,7.9,16,0.498,3.3,7.6,0.439,4.6,8.4,0.552,4,4.6,0.865,0.5,3,3.6,2.2,1.3,0.2,2.2,2.8,23.2,3.2,0,0
415,Norman Powell\powelno01,SF,27,POR,27,27,928,6.1,13.7,0.443,2.1,5.7,0.361,4,8,0.502,3.7,4.2,0.88,0.9,2.6,3.5,2,1.4,0.4,1.6,2.4,17.8,1.5,0,0
416,Taurean Prince\princta02,PF,26,TOT,41,10,905,5.2,13,0.401,2.5,6.2,0.4,2.7,6.8,0.401,2.6,3,0.855,0.8,4.9,5.6,3,1.1,0.9,1.9,3,15.5,1,0,0
416,Taurean Prince\princta02,PF,26,BRK,12,4,218,5,12.2,0.405,2.1,6.1,0.351,2.8,6.1,0.459,4,4.5,0.889,0.3,5.3,5.6,1.2,1.3,1.3,1.8,3.5,16,0.3,0,0
416,Taurean Prince\princta02,PF,26,CLE,29,6,687,5.3,13.3,0.399,2.6,6.2,0.415,2.7,7.1,0.385,2.1,2.6,0.837,0.9,4.8,5.7,3.6,1,0.8,1.9,2.8,15.3,0.7,0,0
417,Payton Pritchard\pritcpa01,SG,23,BOS,66,4,1268,5.2,11.9,0.44,2.9,7,0.411,2.3,4.8,0.482,1.1,1.3,0.889,0.9,3.5,4.5,3.4,1.1,0.3,1.5,3,14.5,2.5,0,0
418,Immanuel Quickley\quickim01,PG,21,NYK,64,3,1243,6.6,16.8,0.395,3.4,8.8,0.389,3.2,8,0.401,4.5,5,0.891,0.7,3.2,4,3.7,0.9,0.3,1.7,3.3,21.2,3.2,0,0
419,Jahmi'us Ramsey\ramseja01,SG,19,SAC,13,0,94,5.7,14.6,0.395,1.9,7.3,0.263,3.8,7.3,0.526,1.9,1.9,1,0.8,3.1,3.8,2.3,1.5,0.4,1.1,3.1,15.3,0,0,0
420,Chasson Randle\randlch01,PG,27,ORL,41,5,837,4,10.2,0.388,1.9,5.6,0.338,2.1,4.6,0.449,1.6,2.1,0.792,0.3,3.2,3.5,3.2,0.9,0.2,2,2.8,11.4,0,0,0
421,Julius Randle\randlju01,PF,26,NYK,71,71,2667,8.1,17.8,0.456,2.2,5.3,0.411,6,12.6,0.474,4.7,5.8,0.811,1.1,8.6,9.8,5.8,0.9,0.2,3.3,3,23.1,7.8,1,1
422,Cam Reddish\reddica01,SF,21,ATL,26,21,750,4.6,12.6,0.365,1.6,6,0.262,3,6.6,0.46,3.2,3.9,0.817,1.1,3.9,5,1.7,1.6,0.4,1.6,3.3,14,0.4,0,0
423,J.J. Redick\redicjj01,SG,36,TOT,44,0,723,5.3,13.3,0.397,3.3,8.9,0.371,2,4.4,0.449,2.4,2.6,0.942,0.2,3,3.2,2.5,0.5,0.1,1.8,2.5,16.3,0.7,0,0
423,J.J. Redick\redicjj01,SG,36,NOP,31,0,576,5.4,13.4,0.407,3.2,8.7,0.364,2.3,4.6,0.486,2.8,2.9,0.957,0.2,3.1,3.2,2.5,0.6,0.1,1.6,2.3,16.9,0.8,0,0
423,J.J. Redick\redicjj01,SG,36,DAL,13,0,147,4.7,13,0.358,3.7,9.3,0.395,1,3.7,0.267,1,1.2,0.8,0.2,2.7,2.9,2.7,0.5,0.2,2.7,3.2,14,-0.1,0,0
424,Paul Reed\reedpa01,PF,21,PHI,26,0,177,8.5,15.9,0.538,0,1.2,0,8.5,14.6,0.583,0.8,1.6,0.5,6.1,6.3,12.4,2.4,2,2.6,2.4,5.9,17.9,0.6,0,0
425,Naz Reid\reidna01,C,21,MIN,70,15,1347,8.1,15.5,0.523,1.6,4.7,0.351,6.5,10.9,0.597,3.1,4.4,0.693,2.2,6.4,8.6,1.9,0.9,2,1.8,4.8,21,3.2,0,0
426,Cameron Reynolds\reynoca01,SF,25,TOT,5,0,40,5.4,16.2,0.333,2.7,10.8,0.25,2.7,5.4,0.5,0,0,,1.8,2.7,4.5,1.8,0,0,0,1.8,13.5,0,0,0
426,Cameron Reynolds\reynoca01,SF,25,SAS,3,0,6,6,12,0.5,0,0,,6,12,0.5,0,0,,0,0,0,0,0,0,0,0,12,0,0,0
426,Cameron Reynolds\reynoca01,SF,25,HOU,2,0,34,5.3,16.9,0.313,3.2,12.7,0.25,2.1,4.2,0.5,0,0,,2.1,3.2,5.3,2.1,0,0,0,2.1,13.8,0,0,0
427,Nick Richards\richani01,PF,23,CHO,18,0,63,2.3,5.1,0.444,0,0.6,0,2.3,4.6,0.5,4,6.3,0.636,2.3,4,6.3,1.1,0,0,1.7,4,8.6,0,0,0
428,Josh Richardson\richajo01,SG,27,DAL,59,56,1790,5.3,12.4,0.427,1.8,5.4,0.33,3.5,7.1,0.501,2,2.2,0.917,1,2.9,3.9,3.1,1.2,0.5,1.6,2.6,14.4,2.4,0,0
429,Grant Riller\rillegr01,PG,23,CHO,7,0,27,10.7,16,0.667,2.7,5.3,0.5,8,10.7,0.75,0,0,,0,1.3,1.3,4,1.3,0,1.3,0,24,0.1,0,0
430,Austin Rivers\riverau01,SG,28,TOT,36,7,845,4.4,10.4,0.424,2.3,6.3,0.369,2.1,4.1,0.51,0.9,1.3,0.71,0.3,3.2,3.5,3.5,1.3,0.1,1.5,2.7,12.1,1.3,0,0
430,Austin Rivers\riverau01,SG,28,NYK,21,2,442,4.7,11,0.43,2.3,6.3,0.364,2.4,4.7,0.517,0.8,1.1,0.714,0.4,3.4,3.8,3.4,1,0,1.8,2.6,12.5,0.6,0,0
430,Austin Rivers\riverau01,SG,28,DEN,15,5,403,4.1,9.8,0.418,2.4,6.4,0.375,1.7,3.4,0.5,1.1,1.5,0.706,0.3,2.9,3.1,3.5,1.6,0.2,1.3,2.9,11.7,0.7,0,0
431,Andre Roberson\roberan03,SG,29,BRK,5,0,63,1.1,8,0.143,0.6,4.6,0.125,0.6,3.4,0.167,0.6,1.1,0.5,4,4.6,8.6,2.3,1.7,0.6,1.1,2.3,3.4,-0.1,0,0
432,Duncan Robinson\robindu01,SF,26,MIA,72,72,2262,5,11.4,0.439,4,9.8,0.408,1,1.7,0.625,1,1.2,0.827,0.1,3.9,4,2,0.7,0.3,1.3,2.9,15,3.7,0,0
433,Glenn Robinson III\robingl02,SF,27,SAC,23,2,369,4.1,9.7,0.424,1.6,4.3,0.364,2.5,5.4,0.473,2,2.2,0.913,1.1,3.3,4.4,2,0.4,0.3,1.1,2.2,11.8,0.3,0,0
434,Jerome Robinson\robinje01,SG,23,WAS,17,6,305,3.3,11.2,0.295,1.3,5,0.262,2,6.3,0.321,1.9,2.4,0.8,0.5,4,4.5,3,1.4,0.7,2.2,3.7,9.8,-0.4,0,0
435,Justin Robinson\robinju01,PG,23,OKC,9,0,88,2.9,8.6,0.333,1.6,5.7,0.286,1.2,2.9,0.429,1.2,2,0.6,0.4,2.5,2.9,3.7,1.2,0,0.8,4.1,8.6,0,0,0
436,Mitchell Robinson\robinmi01,C,22,NYK,31,29,853,4.9,7.4,0.653,0,0,,4.9,7.4,0.653,1.1,2.2,0.491,4.8,5.9,10.6,0.7,1.5,1.9,1.1,3.6,10.8,3.4,0,0
437,Isaiah Roby\robyis01,PF,22,OKC,61,34,1425,5.2,10.8,0.483,0.8,2.8,0.294,4.4,8.1,0.547,2.2,3,0.744,2.2,6.4,8.6,2.7,1.3,0.9,2.9,4.1,13.5,1.3,0,0
438,Rajon Rondo\rondora01,PG,34,TOT,45,3,770,4.4,10.1,0.442,1.7,4.2,0.404,2.8,5.9,0.468,0.7,0.8,0.941,0.8,4.3,5.1,9.3,1.7,0.2,3.7,2.5,11.3,1.3,0,0
438,Rajon Rondo\rondora01,PG,34,ATL,27,2,402,3.9,9.9,0.4,1.5,4,0.378,2.4,5.8,0.415,0.1,0.2,0.5,0.4,4.6,4.9,8.5,1.7,0.2,3.5,2.2,9.5,0.2,0,0
438,Rajon Rondo\rondora01,PG,34,LAC,18,1,368,5,10.3,0.486,1.9,4.3,0.432,3.1,6,0.525,1.5,1.5,1,1.4,4,5.4,10.2,1.8,0.2,3.9,2.7,13.3,1.1,0,0
439,Derrick Rose\rosede01,PG,32,TOT,50,3,1279,8.1,17.2,0.47,1.4,3.6,0.388,6.7,13.6,0.492,3.1,3.6,0.866,0.6,3.1,3.7,5.9,1.4,0.5,2.2,1.6,20.7,3.1,0,0
439,Derrick Rose\rosede01,PG,32,DET,15,0,342,8.3,19.4,0.429,1.4,4.1,0.333,6.9,15.3,0.455,4.4,5.3,0.84,0.6,2.4,3.1,6.6,1.9,0.4,3.1,1.8,22.4,0.4,0,0
439,Derrick Rose\rosede01,PG,32,NYK,35,3,937,8,16.4,0.487,1.4,3.5,0.411,6.6,12.9,0.507,2.6,3,0.883,0.5,3.3,3.9,5.6,1.2,0.6,1.9,1.5,20,2.8,0,0
440,Terrence Ross\rosste01,SG,29,ORL,46,2,1347,6.8,16.5,0.412,2.4,7.1,0.337,4.4,9.4,0.469,3.2,3.7,0.87,0.4,3.8,4.2,2.9,1.3,0.6,2,2.4,19.2,0.9,0,0
441,Terry Rozier\roziete01,SG,26,CHO,69,69,2383,7.7,17.1,0.45,3.4,8.6,0.389,4.4,8.5,0.512,2.5,3.1,0.817,0.7,3.9,4.6,4.4,1.3,0.4,1.9,1.8,21.3,5.2,0,0
442,Ricky Rubio\rubiori01,PG,30,MIN,68,51,1772,3.9,10.1,0.388,1.3,4.3,0.308,2.6,5.8,0.447,2.6,3,0.867,0.6,4,4.5,8.8,2,0.1,2.3,2.8,11.8,3.1,0,0
443,D'Angelo Russell\russeda01,PG,24,MIN,42,26,1196,8.5,19.6,0.431,3.6,9.3,0.387,4.8,10.3,0.471,3.4,4.5,0.765,0.5,2.9,3.3,7.3,1.4,0.5,3.4,2,24,1.6,0,0
444,Domantas Sabonis\sabondo01,PF,24,IND,62,62,2231,7.8,14.6,0.535,0.8,2.6,0.321,7,12,0.582,3.9,5.3,0.732,2.4,9.6,12,6.7,1.2,0.5,3.4,3.3,20.3,6.9,1,0
445,Luka Šamanić\samanlu01,PF,21,SAS,33,4,308,5.5,12.3,0.448,1.4,5,0.279,4.1,7.2,0.565,1.9,3.4,0.552,1.9,6.1,7.9,1.8,0.9,0.9,2.3,5,14.3,0.1,0,0
446,JaKarr Sampson\sampsja02,PF,27,IND,29,4,316,6.4,12.9,0.496,0.3,1.7,0.2,6,11.2,0.541,2.2,3.3,0.655,3.1,5.7,8.8,0.5,0.2,1.6,1.7,5.9,15.3,0.3,0,0
447,Dario Šarić\saricda01,C,26,PHO,50,4,871,6.3,14.1,0.447,1.9,5.6,0.348,4.4,8.6,0.512,3.5,4.1,0.848,1.9,6,7.9,2.7,1.2,0.2,2.4,3.9,18.1,1.7,0,0
448,Tomáš Satoranský\satorto01,SG,29,CHI,58,18,1307,4.7,9.1,0.514,1.2,3.3,0.356,3.5,5.8,0.602,1.8,2.2,0.848,0.8,3.1,3.9,7.5,1.1,0.4,2.6,2.5,12.3,3.1,0,0
449,Dennis Schröder\schrode01,SG,27,LAL,61,61,1956,6.1,14,0.437,1.3,3.9,0.335,4.8,10.1,0.476,3.8,4.5,0.848,0.6,3.3,3.9,6.5,1.3,0.2,3,2.9,17.3,3.8,0,0
450,Mike Scott\scottmi01,PF,32,PHI,51,12,852,3.2,8.9,0.36,2.2,6.5,0.342,1,2.4,0.411,0.3,0.5,0.667,0.5,4.6,5.1,1.7,1,0.6,0.8,3,9,1,0,0
451,Jay Scrubb\scrubja01,SG,20,LAC,4,1,84,6,15.4,0.389,0.9,3.9,0.222,5.1,11.6,0.444,2.1,2.1,1,0.9,5.1,6,0.4,1.7,0,3,2.1,15,-0.1,0,0
452,Collin Sexton\sextoco01,SG,22,CLE,60,60,2115,8.9,18.8,0.475,1.7,4.5,0.371,7.3,14.3,0.508,5.3,6.5,0.815,1,2.2,3.2,4.5,1.1,0.2,2.8,2.7,24.9,3.5,0,0
453,Landry Shamet\shamela01,SG,23,BRK,61,12,1403,4.8,11.7,0.408,3.3,8.5,0.387,1.5,3.2,0.463,1.7,2,0.846,0.3,2.6,2.9,2.5,0.8,0.3,1.2,2.4,14.5,1.8,0,0
454,Iman Shumpert\shumpim01,SG,30,BRK,2,0,11,3.3,13.1,0.25,0,9.8,0,3.3,3.3,1,0,0,,3.3,0,3.3,0,3.3,0,3.3,0,6.5,0,0,0
455,Pascal Siakam\siakapa01,PF,26,TOR,56,56,2006,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,4.5,5.4,0.827,1.7,5.6,7.3,4.5,1.1,0.7,2.3,3.1,21.5,4.2,0,0
456,Chris Silva\silvach01,PF,24,TOT,15,0,92,3.9,6.3,0.625,0.4,0.4,1,3.5,5.9,0.6,4.3,5.9,0.733,2.7,7.8,10.6,2.3,0.4,2.3,3.9,9.4,12.5,0.2,0,0
456,Chris Silva\silvach01,PF,24,MIA,11,0,83,3.9,5.6,0.692,0.4,0.4,1,3.5,5.2,0.667,4.8,6.5,0.733,3,7.8,10.8,2.6,0.4,2.2,3.9,8.7,13,0.2,0,0
456,Chris Silva\silvach01,PF,24,SAC,4,0,9,4,12,0.333,0,0,,4,12,0.333,0,0,,0,8,8,0,0,4,4,16,8,0,0,0
457,Ben Simmons\simmobe01,PG,24,PHI,58,58,1877,6.2,11.2,0.557,0.1,0.2,0.3,6.2,11,0.562,3.4,5.5,0.613,1.8,6.2,8,7.7,1.8,0.7,3.3,3.3,15.9,6,1,0
458,Anfernee Simons\simonan01,SG,21,POR,64,0,1104,5.5,13.1,0.419,3.9,9.2,0.426,1.6,3.9,0.403,1.5,1.9,0.807,0.5,4.1,4.6,2.9,0.6,0.3,1.4,3.1,16.4,1.8,0,0
459,Deividas Sirvydis\sirvyde01,SG,20,DET,20,0,133,3.8,10.8,0.35,2.7,7.6,0.357,1.1,3.2,0.333,0.8,1.6,0.5,0,7.8,7.8,1.4,0.5,0,1.4,2.4,11.1,0,0,0
460,Alen Smailagić\smailal01,PF,20,GSW,15,1,84,4.7,11.6,0.407,1.7,4.3,0.4,3,7.3,0.412,0.9,2.6,0.333,2.6,4.3,6.9,1.7,1.3,2.1,2.1,4.7,12,0,0,0
461,Marcus Smart\smartma01,PG,26,BOS,48,45,1581,4.6,11.6,0.398,2.1,6.4,0.33,2.5,5.2,0.482,2.9,3.7,0.79,0.8,3,3.8,6.2,1.6,0.5,2.2,2.9,14.3,3.3,0,0
462,Dennis Smith Jr.\smithde03,PG,23,TOT,23,9,420,5,12.4,0.4,1.6,5,0.328,3.3,7.5,0.448,1.6,2.2,0.731,1,3.7,4.7,6.6,2,1.2,2.2,3.2,13.2,0.6,0,0
462,Dennis Smith Jr.\smithde03,PG,23,NYK,3,0,28,2.6,12.9,0.2,0,5.1,0,2.6,7.7,0.333,6.4,7.7,0.833,0,2.6,2.6,3.9,3.9,0,1.3,5.1,11.6,0,0,0
462,Dennis Smith Jr.\smithde03,PG,23,DET,20,9,392,5.1,12.4,0.415,1.7,5,0.352,3.4,7.4,0.457,1.3,1.8,0.7,1.1,3.8,4.9,6.8,1.8,1.3,2.3,3,13.3,0.6,0,0
463,Ish Smith\smithis01,PG,32,WAS,44,1,924,5,11.6,0.434,0.7,1.9,0.367,4.3,9.7,0.448,0.7,1.3,0.576,0.9,5,5.8,6.7,1.2,0.5,1.6,2.4,11.5,1.1,0,0
464,Jalen Smith\smithja04,PF,20,PHO,27,1,156,5.1,11.5,0.44,0.9,3.9,0.235,4.2,7.6,0.545,1.2,1.6,0.714,1.6,6.9,8.5,0.9,0.2,1.2,1.6,3.7,12.2,0.1,0,0
465,Tony Snell\snellto01,SG,29,ATL,47,23,992,3.2,6.2,0.515,2.3,4,0.569,0.9,2.3,0.419,0.4,0.4,1,0.7,3.4,4.1,2.1,0.5,0.4,0.8,2.7,9,2,0,0
466,Ray Spalding\spaldra01,C,23,HOU,2,0,19,3.8,7.6,0.5,0,1.9,0,3.8,5.7,0.667,0,3.8,0,3.8,3.8,7.6,0,0,3.8,5.7,5.7,7.6,-0.1,0,0
467,Cassius Stanley\stanlca01,SG,21,IND,24,0,93,5,16.6,0.302,1.2,5,0.231,3.9,11.6,0.333,2.7,3.5,0.778,3.1,4.6,7.7,0.4,0.4,0.8,0.4,5.4,13.9,-0.1,0,0
468,Lamar Stevens\stevela01,PF,23,CLE,40,0,499,4.5,9.8,0.456,0.3,1.8,0.16,4.2,8,0.523,2.7,3.7,0.725,1.7,5.2,6.9,1.8,1.2,0.9,1.7,3.8,11.9,0.4,0,0
469,Isaiah Stewart\stewais01,C,19,DET,68,14,1455,5.6,10.1,0.553,0.5,1.6,0.333,5.1,8.6,0.592,1.6,2.3,0.696,3.9,7.3,11.2,1.5,1,2.1,1.7,4.6,13.3,4,0,0
470,Max Strus\strusma01,SF,24,MIA,39,0,507,6,13.3,0.455,3.6,10.5,0.338,2.5,2.8,0.897,1.1,1.7,0.667,0.4,2.6,2.9,1.7,0.8,0.1,0.6,3.1,16.8,0.9,0,0
471,Edmond Sumner\sumneed01,SG,25,IND,53,24,861,6.2,11.8,0.525,1.5,3.7,0.398,4.7,8.1,0.582,2.8,3.5,0.819,0.8,3.2,3.9,2,1.4,0.4,2.1,3.7,16.7,1.4,0,0
472,Jae'Sean Tate\tateja01,SF,25,HOU,70,58,2043,5.6,11,0.506,1.1,3.4,0.308,4.5,7.6,0.595,1.8,2.6,0.694,2.3,4.3,6.6,3.1,1.5,0.6,1.7,3.9,14,3.8,0,0
473,Jayson Tatum\tatumja01,SF,22,BOS,64,64,2290,9.5,20.7,0.459,2.9,7.6,0.386,6.6,13.1,0.502,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.6,6.5,1,0
474,Jeff Teague\teaguje01,PG,32,TOT,55,7,950,4.7,10.8,0.433,1.4,3.1,0.439,3.3,7.7,0.431,3.4,4,0.848,0.6,2.8,3.3,5,1.3,0.5,2.4,2.1,14.1,1.6,0,0
474,Jeff Teague\teaguje01,PG,32,BOS,34,5,616,4.6,11,0.415,1.5,3.3,0.464,3,7.7,0.394,3,3.6,0.836,0.6,2.7,3.3,4.3,1.5,0.4,2.3,2.5,13.6,0.8,0,0
474,Jeff Teague\teaguje01,PG,32,MIL,21,2,334,4.9,10.3,0.469,1.1,2.8,0.385,3.8,7.5,0.5,4.1,4.7,0.864,0.5,2.8,3.3,6.4,0.9,0.5,2.7,1.4,14.9,0.8,0,0
475,Garrett Temple\templga01,SG,34,CHI,56,25,1528,3.7,9,0.415,1.6,4.7,0.335,2.1,4.3,0.503,0.9,1.2,0.8,0.7,3.1,3.8,2.9,1,0.7,1.4,3,10,1.6,0,0
476,Tyrell Terry\terryty01,PG,20,DAL,11,0,56,3.2,10.3,0.313,0,4.5,0,3.2,5.8,0.556,0.6,1.9,0.333,0,3.9,3.9,3.9,3.2,0,1.3,1.3,7.1,-0.1,0,0
477,Daniel Theis\theisda01,C,28,TOT,65,51,1601,5.7,10.5,0.541,1.1,3.4,0.322,4.6,7.1,0.646,1.7,2.5,0.673,2.1,5.9,8,2.4,0.9,1.3,1.5,3.8,14.1,4.3,0,0
477,Daniel Theis\theisda01,C,28,BOS,42,37,1027,5.6,10.1,0.552,1.2,3.3,0.347,4.4,6.8,0.653,1.6,2.3,0.687,1.9,5.8,7.7,2.3,0.9,1.5,1.4,4.2,13.9,2.9,0,0
477,Daniel Theis\theisda01,C,28,CHI,23,14,574,5.8,11.2,0.522,1,3.6,0.281,4.8,7.6,0.636,1.8,2.7,0.651,2.4,6.1,8.5,2.6,1,0.9,1.6,2.9,14.4,1.4,0,0
478,Brodric Thomas\thomabr01,SG,24,TOT,32,1,399,3.5,9.7,0.361,1.4,5.3,0.271,2.1,4.4,0.469,2.8,4.2,0.674,0.7,4.1,4.8,2.7,1.4,0.9,2,3.6,11.3,0.1,0,0
478,Brodric Thomas\thomabr01,SG,24,HOU,4,0,24,3,10.5,0.286,1.5,9,0.167,1.5,1.5,1,7.5,10.5,0.714,1.5,4.5,6,6,1.5,1.5,6,7.5,15,0,0,0
478,Brodric Thomas\thomabr01,SG,24,CLE,28,1,375,3.6,9.7,0.366,1.4,5.1,0.283,2.1,4.6,0.458,2.5,3.7,0.667,0.7,4,4.7,2.5,1.3,0.9,1.7,3.4,11,0.1,0,0
479,Isaiah Thomas\thomais02,PG,31,NOP,3,0,48,6.8,20.3,0.333,2.3,9,0.25,4.5,11.3,0.4,1.5,1.5,1,0.7,2.3,3,3.7,0.7,0,4.5,2.3,17.2,-0.2,0,0
480,Khyri Thomas\thomakh01,SG,24,HOU,5,2,153,7.5,15.5,0.485,2.1,6.4,0.333,5.4,9.2,0.59,2.1,2.1,1,1.6,2.6,4.2,5.9,2.1,1.4,1.4,1.9,19.3,0.5,0,0
481,Matt Thomas\thomama02,SG,26,TOT,45,0,326,5.5,14,0.394,3,8.8,0.338,2.5,5.2,0.489,1.3,1.5,0.857,0.8,4.1,4.9,2.1,0.4,0,1.5,2,15.3,0.2,0,0
481,Matt Thomas\thomama02,SG,26,TOR,26,0,192,4.5,11.6,0.387,3.2,7.7,0.415,1.3,3.9,0.333,1.1,1.3,0.857,0.6,3.4,3.9,1.7,0.4,0,1.1,1.9,13.3,0.1,0,0
481,Matt Thomas\thomama02,SG,26,UTA,19,0,134,7,17.5,0.4,2.7,10.5,0.256,4.3,7,0.615,1.6,1.9,0.857,1.1,5.1,6.2,2.7,0.5,0,2.1,2.1,18.3,0.1,0,0
482,Tristan Thompson\thomptr01,PF,29,BOS,54,43,1287,4.7,9.1,0.518,0,0.1,0,4.7,9,0.523,2,3.4,0.592,4.7,7.6,12.3,1.9,0.7,0.9,1.7,3.3,11.4,2.9,0,0
483,Sindarius Thornwell\thornsi01,SG,26,TOT,21,1,217,2.5,7.6,0.326,1.2,3.8,0.304,1.3,3.8,0.348,0.7,1.3,0.5,0.5,2.5,3,3.5,2.2,0.3,1.2,2.5,6.8,0,0,0
483,Sindarius Thornwell\thornsi01,SG,26,NOP,14,1,73,3.5,10.4,0.333,1.5,4.4,0.333,2,5.9,0.333,0,1,0,0.5,2,2.5,2,2.5,0.5,2,1.5,8.4,-0.1,0,0
